Summary by Sample
Dataset Name:, C:\Elandata\Dataset\1403-11-29
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,BLANK FX
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Ce140,4.98e+004,,,cps,13.4,,,ppm
Pr141,8.67e+003,,,cps,1.97,,,ppm
Nd142,8.39e+003,,,cps,7.,,,ppm
Sm152,2.63e+003,,,cps,2.07,,,ppm
Eu153,2.e+003,,,cps,0.838,,,ppm
Gd158,3.49e+003,,,cps,2.95,,,ppm
Tb159,1.84e+003,,,cps,0.408,,,ppm
Dy164,2.91e+003,,,cps,2.36,,,ppm
Ho165,2.e+003,,,cps,0.465,,,ppm
Er166,2.11e+003,,,cps,1.43,,,ppm
Tm169,839,,,cps,0.188,,,ppm
Yb174,2.05e+003,,,cps,1.37,,,ppm
Lu175,907,,,cps,0.226,,,ppm
U238,973,,,cps,0.267,,,ppm
Ga69,4.21e+004,,,cps,9.62,,,ppm
Sample ID:,2613-200
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,115,,,cps,0.293,,,ppm
Bi209,177,,,cps,4.65e-002,,,ppm
Cd111,120,,,cps,0.159,,,ppm
Cs133,5.05e+003,,,cps,0.903,,,ppm
Co59,9.54e+004,,,cps,21.7,,,ppm
Pb208,1.76e+005,,,cps,56.9,,,ppm
Rb85,5.93e+004,,,cps,16.5,,,ppm
Se82,-83.5,,,cps,-1.79,,,ppm
Ag107,2.71e+003,,,cps,1.2,,,ppm
Te130,-52.2,,,cps,-0.314,,,ppm
Ta181,453,,,cps,3.43e-002,,,ppm
Tl205,633,,,cps,0.126,,,ppm
Ge74,-15.7,,,cps,-1.68e-002,,,ppm
Hf180,1.45e+003,,,cps,1.01,,,ppm
Mo98,1.09e+003,,,cps,0.984,,,ppm
Nb93,9.61e+003,,,cps,1.06,,,ppm
Sb121,359,,,cps,0.304,,,ppm
Sn118,1.12e+003,,,cps,0.323,,,ppm
W184,300,,,cps,0.297,,,ppm
Zr90,8.18e+004,,,cps,32.8,,,ppm
As75,1.47e+004,,,cps,42.4,,,ppm
V51,3.71e+005,,,cps,193,,,ppm
Cr52,3.42e+005,,,cps,153,,,ppm
Ni60,5.69e+004,,,cps,77.8,,,ppm
Cu63,7.55e+004,,,cps,46.7,,,ppm
Zn66,2.25e+004,,,cps,53.5,,,ppm
Th232,5.47e+003,,,cps,1.52,,,ppm
Sc45,9.69e+004,,,cps,25.9,,,ppm
Y89,4.95e+004,,,cps,11.2,,,ppm
La139,4.14e+004,,,cps,9.53,,,ppm
Ce140,7.15e+004,,,cps,18.9,,,ppm
Pr141,1.09e+004,,,cps,2.44,,,ppm
Nd142,1.08e+004,,,cps,8.87,,,ppm
Sm152,3.24e+003,,,cps,2.52,,,ppm
Eu153,2.23e+003,,,cps,0.92,,,ppm
Gd158,4.13e+003,,,cps,3.45,,,ppm
Tb159,1.97e+003,,,cps,0.431,,,ppm
Dy164,2.81e+003,,,cps,2.25,,,ppm
Ho165,1.8e+003,,,cps,0.411,,,ppm
Er166,1.96e+003,,,cps,1.3,,,ppm
Tm169,802,,,cps,0.177,,,ppm
Yb174,1.87e+003,,,cps,1.23,,,ppm
Lu175,748,,,cps,0.184,,,ppm
U238,1.37e+003,,,cps,0.371,,,ppm
Ga69,4.26e+004,,,cps,9.59,,,ppm
Sample ID:,2613-201
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,113,,,cps,0.292,,,ppm
Bi209,263,,,cps,7.02e-002,,,ppm
Cd111,68.4,,,cps,9.22e-002,,,ppm
Cs133,3.55e+003,,,cps,0.644,,,ppm
Co59,9.99e+004,,,cps,23.1,,,ppm
Pb208,2.12e+005,,,cps,69.6,,,ppm
Rb85,4.21e+004,,,cps,11.9,,,ppm
Se82,1.48,,,cps,3.23e-002,,,ppm
Ag107,4.48e+003,,,cps,2.02,,,ppm
Te130,-124,,,cps,-0.753,,,ppm
Ta181,633,,,cps,4.86e-002,,,ppm
Tl205,598,,,cps,0.121,,,ppm
Ge74,-418,,,cps,-0.454,,,ppm
Hf180,1.13e+003,,,cps,0.799,,,ppm
Mo98,1.04e+003,,,cps,0.951,,,ppm
Nb93,6.81e+003,,,cps,0.76,,,ppm
Sb121,320,,,cps,0.275,,,ppm
Sn118,2.05e+003,,,cps,0.602,,,ppm
W184,358,,,cps,0.36,,,ppm
Zr90,7.03e+004,,,cps,28.6,,,ppm
As75,2.72e+004,,,cps,79.8,,,ppm
V51,3.77e+005,,,cps,198,,,ppm
Cr52,5.19e+005,,,cps,235,,,ppm
Ni60,4.7e+004,,,cps,65.2,,,ppm
Cu63,8.47e+004,,,cps,53.2,,,ppm
Zn66,2.05e+004,,,cps,49.3,,,ppm
Th232,3.07e+003,,,cps,0.863,,,ppm
Sc45,1.16e+005,,,cps,31.6,,,ppm
Y89,5.08e+004,,,cps,11.7,,,ppm
La139,2.71e+004,,,cps,6.34,,,ppm
Ce140,4.36e+004,,,cps,11.7,,,ppm
Pr141,8.e+003,,,cps,1.82,,,ppm
Nd142,7.94e+003,,,cps,6.63,,,ppm
Sm152,2.68e+003,,,cps,2.11,,,ppm
Eu153,2.34e+003,,,cps,0.979,,,ppm
Gd158,3.4e+003,,,cps,2.88,,,ppm
Tb159,1.81e+003,,,cps,0.402,,,ppm
Dy164,2.6e+003,,,cps,2.12,,,ppm
Ho165,2.01e+003,,,cps,0.465,,,ppm
Er166,1.97e+003,,,cps,1.33,,,ppm
Tm169,794,,,cps,0.178,,,ppm
Yb174,1.81e+003,,,cps,1.21,,,ppm
Lu175,808,,,cps,0.202,,,ppm
U238,943,,,cps,0.259,,,ppm
Ga69,4.37e+004,,,cps,9.98,,,ppm
Sample ID:,2613-202
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,140,,,cps,0.356,,,ppm
Bi209,221,,,cps,5.82e-002,,,ppm
Cd111,120,,,cps,0.159,,,ppm
Cs133,4.14e+003,,,cps,0.74,,,ppm
Co59,8.69e+004,,,cps,19.8,,,ppm
Pb208,2.31e+005,,,cps,74.6,,,ppm
Rb85,4.78e+004,,,cps,13.3,,,ppm
Se82,72.7,,,cps,1.56,,,ppm
Ag107,4.6e+003,,,cps,2.04,,,ppm
Te130,-38.,,,cps,-0.228,,,ppm
Ta181,383,,,cps,2.89e-002,,,ppm
Tl205,614,,,cps,0.123,,,ppm
Ge74,-534,,,cps,-0.572,,,ppm
Hf180,1.28e+003,,,cps,0.893,,,ppm
Mo98,1.14e+003,,,cps,1.02,,,ppm
Nb93,6.94e+003,,,cps,0.764,,,ppm
Sb121,280,,,cps,0.237,,,ppm
Sn118,1.04e+003,,,cps,0.301,,,ppm
W184,329,,,cps,0.326,,,ppm
Zr90,7.45e+004,,,cps,29.9,,,ppm
As75,2.56e+004,,,cps,74.1,,,ppm
V51,3.15e+005,,,cps,163,,,ppm
Cr52,6.5e+005,,,cps,290,,,ppm
Ni60,4.98e+004,,,cps,68.,,,ppm
Cu63,6.21e+004,,,cps,38.4,,,ppm
Zn66,2.14e+004,,,cps,50.9,,,ppm
Th232,5.47e+003,,,cps,1.52,,,ppm
Sc45,1.02e+005,,,cps,27.2,,,ppm
Y89,5.16e+004,,,cps,11.7,,,ppm
La139,3.7e+004,,,cps,8.52,,,ppm
Ce140,6.12e+004,,,cps,16.2,,,ppm
Pr141,1.09e+004,,,cps,2.43,,,ppm
Nd142,1.1e+004,,,cps,9.03,,,ppm
Sm152,3.18e+003,,,cps,2.47,,,ppm
Eu153,2.19e+003,,,cps,0.904,,,ppm
Gd158,3.93e+003,,,cps,3.28,,,ppm
Tb159,1.92e+003,,,cps,0.422,,,ppm
Dy164,2.91e+003,,,cps,2.33,,,ppm
Ho165,1.79e+003,,,cps,0.409,,,ppm
Er166,2.13e+003,,,cps,1.42,,,ppm
Tm169,842,,,cps,0.186,,,ppm
Yb174,1.83e+003,,,cps,1.2,,,ppm
Lu175,748,,,cps,0.184,,,ppm
U238,964,,,cps,0.261,,,ppm
Ga69,3.91e+004,,,cps,8.8,,,ppm
Sample ID:,2613-203
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,111,,,cps,0.281,,,ppm
Bi209,105,,,cps,2.74e-002,,,ppm
Cd111,96.8,,,cps,0.128,,,ppm
Cs133,3.88e+003,,,cps,0.69,,,ppm
Co59,9.48e+004,,,cps,21.5,,,ppm
Pb208,7.87e+004,,,cps,25.3,,,ppm
Rb85,4.44e+004,,,cps,12.3,,,ppm
Se82,-32.1,,,cps,-0.688,,,ppm
Ag107,3.39e+003,,,cps,1.5,,,ppm
Te130,-51.7,,,cps,-0.309,,,ppm
Ta181,253,,,cps,1.91e-002,,,ppm
Tl205,345,,,cps,6.86e-002,,,ppm
Ge74,-226,,,cps,-0.241,,,ppm
Hf180,1.33e+003,,,cps,0.924,,,ppm
Mo98,1.07e+003,,,cps,0.964,,,ppm
Nb93,5.4e+003,,,cps,0.592,,,ppm
Sb121,1.53e+003,,,cps,1.29,,,ppm
Sn118,1.04e+003,,,cps,0.298,,,ppm
W184,224,,,cps,0.221,,,ppm
Zr90,7.71e+004,,,cps,30.7,,,ppm
As75,1.62e+004,,,cps,46.8,,,ppm
V51,3.73e+005,,,cps,193,,,ppm
Cr52,4.9e+005,,,cps,217,,,ppm
Ni60,5.38e+004,,,cps,73.2,,,ppm
Cu63,6.64e+004,,,cps,40.9,,,ppm
Zn66,2.07e+004,,,cps,48.9,,,ppm
Th232,3.31e+003,,,cps,0.912,,,ppm
Sc45,1.09e+005,,,cps,29.,,,ppm
Y89,5.22e+004,,,cps,11.7,,,ppm
La139,2.65e+004,,,cps,6.08,,,ppm
Ce140,4.01e+004,,,cps,10.6,,,ppm
Pr141,7.84e+003,,,cps,1.75,,,ppm
Nd142,7.54e+003,,,cps,6.17,,,ppm
Sm152,2.54e+003,,,cps,1.97,,,ppm
Eu153,1.88e+003,,,cps,0.77,,,ppm
Gd158,3.3e+003,,,cps,2.74,,,ppm
Tb159,1.71e+003,,,cps,0.373,,,ppm
Dy164,2.77e+003,,,cps,2.21,,,ppm
Ho165,1.86e+003,,,cps,0.424,,,ppm
Er166,2.04e+003,,,cps,1.36,,,ppm
Tm169,839,,,cps,0.184,,,ppm
Yb174,2.e+003,,,cps,1.31,,,ppm
Lu175,806,,,cps,0.197,,,ppm
U238,1.02e+003,,,cps,0.275,,,ppm
Ga69,4.19e+004,,,cps,9.38,,,ppm
Sample ID:,2613-204
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,139,,,cps,0.359,,,ppm
Bi209,215,,,cps,5.74e-002,,,ppm
Cd111,103,,,cps,0.139,,,ppm
Cs133,6.23e+003,,,cps,1.13,,,ppm
Co59,7.57e+004,,,cps,17.5,,,ppm
Pb208,1.49e+005,,,cps,48.9,,,ppm
Rb85,6.96e+004,,,cps,19.7,,,ppm
Se82,-32.1,,,cps,-0.701,,,ppm
Ag107,2.93e+003,,,cps,1.32,,,ppm
Te130,-9.35,,,cps,-5.7e-002,,,ppm
Ta181,569,,,cps,4.36e-002,,,ppm
Tl205,605,,,cps,0.123,,,ppm
Ge74,-61.8,,,cps,-6.71e-002,,,ppm
Hf180,1.35e+003,,,cps,0.954,,,ppm
Mo98,1.07e+003,,,cps,0.982,,,ppm
Nb93,1.09e+004,,,cps,1.21,,,ppm
Sb121,286,,,cps,0.246,,,ppm
Sn118,1.16e+003,,,cps,0.341,,,ppm
W184,361,,,cps,0.363,,,ppm
Zr90,8.29e+004,,,cps,33.7,,,ppm
As75,1.48e+004,,,cps,43.3,,,ppm
V51,3.42e+005,,,cps,180,,,ppm
Cr52,2.13e+005,,,cps,96.5,,,ppm
Ni60,5.09e+004,,,cps,70.6,,,ppm
Cu63,8.52e+004,,,cps,53.4,,,ppm
Zn66,2.05e+004,,,cps,49.4,,,ppm
Th232,6.74e+003,,,cps,1.9,,,ppm
Sc45,6.59e+004,,,cps,17.9,,,ppm
Y89,4.63e+004,,,cps,10.6,,,ppm
La139,3.99e+004,,,cps,9.33,,,ppm
Ce140,6.49e+004,,,cps,17.4,,,ppm
Pr141,1.08e+004,,,cps,2.46,,,ppm
Nd142,1.05e+004,,,cps,8.79,,,ppm
Sm152,3.34e+003,,,cps,2.64,,,ppm
Eu153,2.48e+003,,,cps,1.04,,,ppm
Gd158,3.84e+003,,,cps,3.25,,,ppm
Tb159,1.89e+003,,,cps,0.421,,,ppm
Dy164,2.73e+003,,,cps,2.22,,,ppm
Ho165,1.76e+003,,,cps,0.409,,,ppm
Er166,1.76e+003,,,cps,1.19,,,ppm
Tm169,776,,,cps,0.174,,,ppm
Yb174,1.63e+003,,,cps,1.09,,,ppm
Lu175,706,,,cps,0.176,,,ppm
U238,1.67e+003,,,cps,0.458,,,ppm
Ga69,4.64e+004,,,cps,10.6,,,ppm
Sample ID:,2613-205
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,152,,,cps,0.383,,,ppm
Bi209,247,,,cps,6.44e-002,,,ppm
Cd111,129,,,cps,0.17,,,ppm
Cs133,6.98e+003,,,cps,1.24,,,ppm
Co59,9.83e+004,,,cps,22.2,,,ppm
Pb208,1.46e+005,,,cps,46.7,,,ppm
Rb85,7.96e+004,,,cps,22.,,,ppm
Se82,76.1,,,cps,1.62,,,ppm
Ag107,4.88e+003,,,cps,2.15,,,ppm
Te130,-23.8,,,cps,-0.142,,,ppm
Ta181,667,,,cps,4.99e-002,,,ppm
Tl205,607,,,cps,0.12,,,ppm
Ge74,-381,,,cps,-0.404,,,ppm
Hf180,1.49e+003,,,cps,1.03,,,ppm
Mo98,1.17e+003,,,cps,1.04,,,ppm
Nb93,1.42e+004,,,cps,1.54,,,ppm
Sb121,348,,,cps,0.292,,,ppm
Sn118,1.37e+003,,,cps,0.391,,,ppm
W184,450,,,cps,0.441,,,ppm
Zr90,8.63e+004,,,cps,34.3,,,ppm
As75,2.62e+004,,,cps,75.,,,ppm
V51,5.66e+005,,,cps,291,,,ppm
Cr52,4.03e+005,,,cps,178,,,ppm
Ni60,6.68e+004,,,cps,90.4,,,ppm
Cu63,8.71e+004,,,cps,53.3,,,ppm
Zn66,2.5e+004,,,cps,58.9,,,ppm
Th232,7.89e+003,,,cps,2.17,,,ppm
Sc45,8.35e+004,,,cps,22.1,,,ppm
Y89,5.e+004,,,cps,11.2,,,ppm
La139,4.63e+004,,,cps,10.6,,,ppm
Ce140,7.43e+004,,,cps,19.5,,,ppm
Pr141,1.18e+004,,,cps,2.61,,,ppm
Nd142,1.17e+004,,,cps,9.57,,,ppm
Sm152,3.52e+003,,,cps,2.71,,,ppm
Eu153,2.46e+003,,,cps,1.01,,,ppm
Gd158,4.22e+003,,,cps,3.48,,,ppm
Tb159,1.99e+003,,,cps,0.432,,,ppm
Dy164,2.9e+003,,,cps,2.31,,,ppm
Ho165,1.89e+003,,,cps,0.429,,,ppm
Er166,1.93e+003,,,cps,1.27,,,ppm
Tm169,716,,,cps,0.156,,,ppm
Yb174,1.76e+003,,,cps,1.14,,,ppm
Lu175,777,,,cps,0.189,,,ppm
U238,1.86e+003,,,cps,0.498,,,ppm
Ga69,4.55e+004,,,cps,10.2,,,ppm
Sample ID:,2613-206
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,131,,,cps,0.338,,,ppm
Bi209,207,,,cps,5.52e-002,,,ppm
Cd111,104,,,cps,0.14,,,ppm
Cs133,4.83e+003,,,cps,0.876,,,ppm
Co59,9.28e+004,,,cps,21.5,,,ppm
Pb208,1.48e+005,,,cps,48.6,,,ppm
Rb85,6.74e+004,,,cps,19.1,,,ppm
Se82,27.5,,,cps,0.6,,,ppm
Ag107,4.84e+003,,,cps,2.18,,,ppm
Te130,-58.5,,,cps,-0.356,,,ppm
Ta181,376,,,cps,2.88e-002,,,ppm
Tl205,495,,,cps,0.1,,,ppm
Ge74,-509,,,cps,-0.553,,,ppm
Hf180,1.32e+003,,,cps,0.931,,,ppm
Mo98,968,,,cps,0.886,,,ppm
Nb93,8.05e+003,,,cps,0.899,,,ppm
Sb121,215,,,cps,0.184,,,ppm
Sn118,1.06e+003,,,cps,0.311,,,ppm
W184,306,,,cps,0.308,,,ppm
Zr90,7.51e+004,,,cps,30.5,,,ppm
As75,2.74e+004,,,cps,80.6,,,ppm
V51,4.42e+005,,,cps,233,,,ppm
Cr52,3.76e+005,,,cps,170,,,ppm
Ni60,5.53e+004,,,cps,76.8,,,ppm
Cu63,9.14e+004,,,cps,57.3,,,ppm
Zn66,2.35e+004,,,cps,56.7,,,ppm
Th232,4.66e+003,,,cps,1.31,,,ppm
Sc45,1.03e+005,,,cps,27.8,,,ppm
Y89,4.94e+004,,,cps,11.3,,,ppm
La139,3.21e+004,,,cps,7.5,,,ppm
Ce140,5.09e+004,,,cps,13.7,,,ppm
Pr141,9.35e+003,,,cps,2.12,,,ppm
Nd142,9.72e+003,,,cps,8.11,,,ppm
Sm152,3.31e+003,,,cps,2.61,,,ppm
Eu153,2.35e+003,,,cps,0.985,,,ppm
Gd158,3.72e+003,,,cps,3.15,,,ppm
Tb159,1.86e+003,,,cps,0.413,,,ppm
Dy164,2.81e+003,,,cps,2.28,,,ppm
Ho165,1.87e+003,,,cps,0.434,,,ppm
Er166,2.e+003,,,cps,1.35,,,ppm
Tm169,856,,,cps,0.191,,,ppm
Yb174,1.9e+003,,,cps,1.27,,,ppm
Lu175,760,,,cps,0.19,,,ppm
U238,1.35e+003,,,cps,0.371,,,ppm
Ga69,5.86e+004,,,cps,13.4,,,ppm
Sample ID:,2613-207
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,96.,,,cps,0.245,,,ppm
Bi209,169,,,cps,4.46e-002,,,ppm
Cd111,127,,,cps,0.17,,,ppm
Cs133,3.75e+003,,,cps,0.674,,,ppm
Co59,9.65e+004,,,cps,22.1,,,ppm
Pb208,1.5e+005,,,cps,48.8,,,ppm
Rb85,4.5e+004,,,cps,12.6,,,ppm
Se82,-15.6,,,cps,-0.336,,,ppm
Ag107,3.52e+003,,,cps,1.57,,,ppm
Te130,-62.3,,,cps,-0.376,,,ppm
Ta181,271,,,cps,2.06e-002,,,ppm
Tl205,553,,,cps,0.111,,,ppm
Ge74,-160,,,cps,-0.172,,,ppm
Hf180,1.28e+003,,,cps,0.898,,,ppm
Mo98,985,,,cps,0.892,,,ppm
Nb93,6.07e+003,,,cps,0.672,,,ppm
Sb121,226,,,cps,0.193,,,ppm
Sn118,1.04e+003,,,cps,0.303,,,ppm
W184,229,,,cps,0.228,,,ppm
Zr90,7.19e+004,,,cps,28.9,,,ppm
As75,1.67e+004,,,cps,48.6,,,ppm
V51,2.89e+005,,,cps,151,,,ppm
Cr52,6.93e+005,,,cps,311,,,ppm
Ni60,6.1e+004,,,cps,83.8,,,ppm
Cu63,6.36e+004,,,cps,39.5,,,ppm
Zn66,2.1e+004,,,cps,50.1,,,ppm
Th232,3.54e+003,,,cps,0.986,,,ppm
Sc45,1.12e+005,,,cps,30.,,,ppm
Y89,4.92e+004,,,cps,11.2,,,ppm
La139,2.7e+004,,,cps,6.24,,,ppm
Ce140,4.3e+004,,,cps,11.5,,,ppm
Pr141,7.81e+003,,,cps,1.76,,,ppm
Nd142,7.51e+003,,,cps,6.21,,,ppm
Sm152,2.57e+003,,,cps,2.01,,,ppm
Eu153,1.87e+003,,,cps,0.774,,,ppm
Gd158,3.34e+003,,,cps,2.8,,,ppm
Tb159,1.75e+003,,,cps,0.385,,,ppm
Dy164,2.53e+003,,,cps,2.04,,,ppm
Ho165,1.9e+003,,,cps,0.436,,,ppm
Er166,2.08e+003,,,cps,1.39,,,ppm
Tm169,803,,,cps,0.178,,,ppm
Yb174,1.82e+003,,,cps,1.2,,,ppm
Lu175,704,,,cps,0.174,,,ppm
U238,962,,,cps,0.262,,,ppm
Ga69,4.4e+004,,,cps,9.94,,,ppm
Sample ID:,2613-208
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,141,,,cps,0.368,,,ppm
Bi209,239,,,cps,6.43e-002,,,ppm
Cd111,92.6,,,cps,0.126,,,ppm
Cs133,5.43e+003,,,cps,0.993,,,ppm
Co59,7.63e+004,,,cps,17.8,,,ppm
Pb208,1.53e+005,,,cps,50.9,,,ppm
Rb85,6.95e+004,,,cps,19.8,,,ppm
Se82,15.4,,,cps,0.34,,,ppm
Ag107,1.57e+004,,,cps,7.14,,,ppm
Te130,-3.51,,,cps,-2.16e-002,,,ppm
Ta181,496,,,cps,3.84e-002,,,ppm
Tl205,583,,,cps,0.119,,,ppm
Ge74,-132,,,cps,-0.144,,,ppm
Hf180,1.37e+003,,,cps,0.979,,,ppm
Mo98,929,,,cps,0.858,,,ppm
Nb93,1.27e+004,,,cps,1.43,,,ppm
Sb121,262,,,cps,0.227,,,ppm
Sn118,1.08e+003,,,cps,0.32,,,ppm
W184,375,,,cps,0.38,,,ppm
Zr90,7.84e+004,,,cps,32.2,,,ppm
As75,1.34e+004,,,cps,39.7,,,ppm
V51,4.01e+005,,,cps,214,,,ppm
Cr52,3.95e+005,,,cps,180,,,ppm
Ni60,5.32e+004,,,cps,74.5,,,ppm
Cu63,9.04e+004,,,cps,57.3,,,ppm
Zn66,2.19e+004,,,cps,53.4,,,ppm
Th232,6.14e+003,,,cps,1.74,,,ppm
Sc45,7.9e+004,,,cps,21.7,,,ppm
Y89,4.55e+004,,,cps,10.5,,,ppm
La139,3.89e+004,,,cps,9.18,,,ppm
Ce140,6.23e+004,,,cps,16.9,,,ppm
Pr141,1.03e+004,,,cps,2.35,,,ppm
Nd142,1.04e+004,,,cps,8.8,,,ppm
Sm152,3.23e+003,,,cps,2.58,,,ppm
Eu153,2.54e+003,,,cps,1.07,,,ppm
Gd158,3.95e+003,,,cps,3.38,,,ppm
Tb159,1.85e+003,,,cps,0.416,,,ppm
Dy164,2.52e+003,,,cps,2.07,,,ppm
Ho165,1.71e+003,,,cps,0.4,,,ppm
Er166,1.66e+003,,,cps,1.13,,,ppm
Tm169,762,,,cps,0.172,,,ppm
Yb174,1.6e+003,,,cps,1.08,,,ppm
Lu175,694,,,cps,0.175,,,ppm
U238,1.42e+003,,,cps,0.394,,,ppm
Ga69,4.75e+004,,,cps,11.,,,ppm
Sample ID:,2613-209
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,95.,,,cps,0.249,,,ppm
Bi209,116,,,cps,3.13e-002,,,ppm
Cd111,81.1,,,cps,0.111,,,ppm
Cs133,5.18e+003,,,cps,0.952,,,ppm
Co59,6.78e+004,,,cps,15.9,,,ppm
Pb208,1.38e+005,,,cps,46.1,,,ppm
Rb85,5.56e+004,,,cps,16.,,,ppm
Se82,-8.62,,,cps,-0.191,,,ppm
Ag107,2.72e+003,,,cps,1.24,,,ppm
Te130,-96.6,,,cps,-0.597,,,ppm
Ta181,377,,,cps,2.93e-002,,,ppm
Tl205,471,,,cps,9.67e-002,,,ppm
Ge74,-58.4,,,cps,-6.43e-002,,,ppm
Hf180,1.14e+003,,,cps,0.819,,,ppm
Mo98,798,,,cps,0.741,,,ppm
Nb93,7.89e+003,,,cps,0.894,,,ppm
Sb121,247,,,cps,0.216,,,ppm
Sn118,989,,,cps,0.294,,,ppm
W184,272,,,cps,0.277,,,ppm
Zr90,6.35e+004,,,cps,26.2,,,ppm
As75,1.27e+004,,,cps,37.9,,,ppm
V51,3.48e+005,,,cps,186,,,ppm
Cr52,2.01e+005,,,cps,92.2,,,ppm
Ni60,4.13e+004,,,cps,58.2,,,ppm
Cu63,8.e+004,,,cps,50.9,,,ppm
Zn66,1.74e+004,,,cps,42.6,,,ppm
Th232,4.93e+003,,,cps,1.41,,,ppm
Sc45,6.52e+004,,,cps,18.,,,ppm
Y89,3.72e+004,,,cps,8.66,,,ppm
La139,3.14e+004,,,cps,7.44,,,ppm
Ce140,4.93e+004,,,cps,13.4,,,ppm
Pr141,8.65e+003,,,cps,1.99,,,ppm
Nd142,8.59e+003,,,cps,7.28,,,ppm
Sm152,2.79e+003,,,cps,2.23,,,ppm
Eu153,2.19e+003,,,cps,0.929,,,ppm
Gd158,3.25e+003,,,cps,2.79,,,ppm
Tb159,1.52e+003,,,cps,0.342,,,ppm
Dy164,2.21e+003,,,cps,1.82,,,ppm
Ho165,1.43e+003,,,cps,0.337,,,ppm
Er166,1.49e+003,,,cps,1.02,,,ppm
Tm169,594,,,cps,0.135,,,ppm
Yb174,1.37e+003,,,cps,0.928,,,ppm
Lu175,557,,,cps,0.141,,,ppm
U238,1.3e+003,,,cps,0.362,,,ppm
Ga69,3.97e+004,,,cps,9.19,,,ppm
Sample ID:,2613-210
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,111,,,cps,0.28,,,ppm
Bi209,230,,,cps,5.99e-002,,,ppm
Cd111,114,,,cps,0.15,,,ppm
Cs133,6.44e+003,,,cps,1.14,,,ppm
Co59,6.88e+004,,,cps,15.5,,,ppm
Pb208,1.48e+005,,,cps,47.3,,,ppm
Rb85,7.44e+004,,,cps,20.6,,,ppm
Se82,-6.79,,,cps,-0.145,,,ppm
Ag107,4.08e+003,,,cps,1.79,,,ppm
Te130,-14.7,,,cps,-8.74e-002,,,ppm
Ta181,759,,,cps,5.68e-002,,,ppm
Tl205,595,,,cps,0.118,,,ppm
Ge74,-27.8,,,cps,-2.95e-002,,,ppm
Hf180,1.3e+003,,,cps,0.896,,,ppm
Mo98,1.01e+003,,,cps,0.901,,,ppm
Nb93,1.27e+004,,,cps,1.39,,,ppm
Sb121,360,,,cps,0.302,,,ppm
Sn118,1.06e+003,,,cps,0.304,,,ppm
W184,1.13e+003,,,cps,1.11,,,ppm
Zr90,7.33e+004,,,cps,29.1,,,ppm
As75,1.15e+004,,,cps,32.8,,,ppm
V51,2.63e+005,,,cps,135,,,ppm
Cr52,2.38e+005,,,cps,105,,,ppm
Ni60,4.63e+004,,,cps,62.7,,,ppm
Cu63,8.87e+004,,,cps,54.3,,,ppm
Zn66,1.78e+004,,,cps,42.,,,ppm
Th232,7.e+003,,,cps,1.92,,,ppm
Sc45,4.88e+004,,,cps,12.9,,,ppm
Y89,3.93e+004,,,cps,8.8,,,ppm
La139,4.33e+004,,,cps,9.89,,,ppm
Ce140,7.e+004,,,cps,18.4,,,ppm
Pr141,1.17e+004,,,cps,2.59,,,ppm
Nd142,1.09e+004,,,cps,8.91,,,ppm
Sm152,3.41e+003,,,cps,2.62,,,ppm
Eu153,2.31e+003,,,cps,0.944,,,ppm
Gd158,3.71e+003,,,cps,3.06,,,ppm
Tb159,1.65e+003,,,cps,0.358,,,ppm
Dy164,2.25e+003,,,cps,1.78,,,ppm
Ho165,1.48e+003,,,cps,0.336,,,ppm
Er166,1.5e+003,,,cps,0.991,,,ppm
Tm169,599,,,cps,0.131,,,ppm
Yb174,1.41e+003,,,cps,0.919,,,ppm
Lu175,607,,,cps,0.148,,,ppm
U238,1.79e+003,,,cps,0.481,,,ppm
Ga69,4.08e+004,,,cps,9.1,,,ppm
Sample ID:,RM RM B)
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,125,,,cps,0.323,,,ppm
Bi209,1.8e+003,,,cps,0.48,,,ppm
Cd111,67.4,,,cps,9.08e-002,,,ppm
Cs133,4.73e+004,,,cps,8.58,,,ppm
Co59,3.17e+004,,,cps,7.32,,,ppm
Pb208,7.6e+004,,,cps,24.9,,,ppm
Rb85,2.42e+005,,,cps,68.5,,,ppm
Se82,17.7,,,cps,0.385,,,ppm
Ag107,1.6e+003,,,cps,0.721,,,ppm
Te130,-30.2,,,cps,-0.184,,,ppm
Ta181,826,,,cps,6.34e-002,,,ppm
