,CRM ID,Ag,Al,Al2O3,As,Au,B,Ba,BaO,Be,BeO,Bi,C,C-(Carbonate),C-(Graphite),Ca,CaO,Cd,Ce,CeO2,Cl,Co,Cr,Cr2O3,Cs,Cu,Cu-Res(4A),Cu-Sol(CN),Cu-Sol(H2SO4),Cu-Tot(Calc),Dy,Dy2O3,Er,Er2O3,Eu,Eu2O3,F,Fe,Fe(Calc),Fe2+,Fe2O3,Fe3+,Fe3O4,FeO,Ga,Ga2O3,Gd,Gd2O3,Ge,H2O-,Hf,HfO2,Hg,Ho,Ho2O3,In,Ir,K,K2O,LOI1000,LOI300-1000,LOI371,LOI425,LOI650,La,La2O3,Li,Li2O,Lu,Lu2O3,MOI300,MassRec,Mg,MgO,Mn,MnO,Mo,Na,Na2O,Nb,Nb2O5,Nd,Nd2O3,Ni,NiO,Os,P,P2O5,Pb,PbO,Pd,Pr,Pr6O11,Pt,Rb,Re,Rh,Ru,S,S-(Sulphate),S-(Sulphide),SG,SO3,Sb,Sc,Se,Si,SiO2,Sm,Sm2O3,Sn,SnO2,Sr,SrO,Ta,Ta2O5,Tb,Tb4O7,Te,Th,ThO2,Ti,TiO2,Tl,Tm,Tm2O3,U,U3O8,V,V2O5,W,WO3,Y,Y2O3,Yb,Yb2O3,Zn,ZnO,Zr,ZrO2
179,OREAS 236b,0.91713,69375.1,,47.7517,1.92007,18.8662,156.337,,0.375784,,0.254134,,,,68709.5,,0.491742,12.3168,,,43.078,123.775,,0.804955,184.592,,,,,3.89731,,2.28892,,0.969467,,,78830.9,,,,,,,15.8279,,3.27911,,0.126389,,1.54898,,0.0538125,0.786289,,0.0760941,,3912.56,,,,,,,5.15297,,12.8329,,0.340377,,,,37920.4,,1347.53,,2.26607,18697.5,,3.40222,,8.43722,,89.7823,,,411.962,,18.5039,,,1.73818,,,11.5504,0.00219091,,,2943.27,,,,,1.83282,39.7114,,,,2.58034,,0.954075,,211.82,,0.227902,,0.57522,,0.118702,0.897027,,6174.23,,0.178392,0.315783,,0.261154,,274.749,,19.9102,,19.8977,,2.20149,,129.257,,48.9785,
180,OREAS 237,0.171879,24891.7,,457.8,2.21141,,101.337,,1.16481,,0.345538,,,,2117.85,,0.0325778,57.3852,,,12.2527,97.5335,,7.38658,25.031,,,,,2.273,,1.02443,,0.798417,,,34050.7,,,,,,,7.7454,,3.72369,,0.0947222,,0.795177,,,0.368587,,0.023303,,9580.96,,,,,,,29.2141,,33.1426,,0.122627,,,,12746.8,,212.223,,0.542926,727.244,,,,27.548,,56.3904,,,493.5,,9.27931,,,7.53585,,,92.9474,,,,1045.58,,,,,337.047,5.78192,,,,5.0393,,1.30116,,17.6812,,,,0.454449,,,12.9729,,1370.14,,0.591992,,,1.53474,,65.7058,,0.482541,,9.3152,,0.840653,,74.5582,,27.943,
181,OREAS 237b,0.183167,73158.8,,591.043,2.26367,,683.112,,2.46544,,0.353703,,,,9030.83,,0.0427943,80.5252,,,17.2918,122.837,,9.4201,28.3324,,,,,3.60144,,1.99645,,1.24573,,,40492.4,,,,,,,19.3985,,5.06227,,0.10919,,3.9364,,,0.684757,,0.0656582,,26453.8,,,,,,,38.6398,,52.3763,,0.277617,,,,16982.9,,407.518,,0.971512,7558.97,,13.606,,34.1903,,64.365,,,663.017,,20.0063,,,9.29013,,,154.989,0.00198,,,1930.77,,,,,460.085,14.1501,,,,6.60697,,3.61173,,123.207,,1.02557,,0.663617,,,14.4502,,4558.49,,0.842891,0.252425,,2.73482,,104.167,,2.43853,,16.2019,,1.75772,,95.0975,,134.618,
182,OREAS 238,0.219642,23932.9,,627.652,3.02926,,99.3801,,1.16305,,0.377137,,,,2303.58,,0.0393883,55.4243,,,12.1639,95.9147,,7.1931,28.5557,,,,,2.22303,,1.00169,,0.778353,,,33753.2,,,,,,,7.54724,,3.5926,,0.0879444,,0.771763,,,0.379004,,0.0227818,,9409.57,,,,,,,27.6853,,31.9217,,0.121083,,,,12539.6,,217.073,,0.605366,700.972,,,,,,55.3263,,,490.314,,10.0684,,,7.15355,,,89.2385,,,,1395.67,,,,,460.718,5.70811,,,,4.85336,,1.30007,,19.495,,,,0.446568,,,12.3279,,1295.87,,0.570266,0.122898,,1.51033,,63.8706,,0.515562,,8.96332,,0.802652,,76.6189,,26.9121,
183,OREAS 238b,0.244624,74722.7,,676.057,3.08157,,685.46,,2.46591,,0.400275,,,,8554.19,,0.097127,80.6391,,,17.0384,123.953,,9.51516,30.7977,,,,,3.56045,,1.89975,,1.25765,,,41016.1,,,,,,,19.5512,,5.1398,,0.10729,,3.8854,,,0.655759,,0.0683194,,26915.5,,,,,,,38.8276,,48.7761,,0.291595,,,,17445.2,,390.613,,0.901487,6758.66,,14.3051,,34.1112,,65.2221,,,652.883,,23.4425,,,9.30579,,,158.663,0.00198,,,1747.72,,,,,620.187,14.2704,,,,6.54361,,3.68989,,117.956,,1.07021,,0.673723,,,14.513,,4612.78,,0.848099,0.266756,,2.73625,,107.633,,2.79744,,16.0005,,1.81574,,99.9503,,132.196,
184,OREAS 239,0.244312,23850.7,,704.279,3.54751,,96.1218,,1.15069,,0.375964,,,,2446.74,,0.0386837,54.1703,,,12.147,94.7642,,7.00034,26.7905,,,,,2.17936,,0.972139,,0.758811,,,33560.4,,,,,,,7.47687,,3.70571,,0.09,,0.748546,,,0.348359,,0.02275,,9310.05,,,,,,,27.6696,,31.4906,,0.116042,,,,12280.4,,219.916,,0.593139,698.768,,,,,,55.0934,,,481.521,,10.8606,,,6.96307,,,88.1134,,,,1549.34,,,,,518.113,5.66902,,,,4.65402,,1.28987,,20.1859,,,,0.395009,,,12.6094,,1281.86,,0.572861,0.121838,,1.51403,,63.0457,,0.540356,,8.95393,,0.802639,,75.321,,27.0178,
185,OREAS 239b,0.272758,73591.4,,816.078,3.60764,,678.274,,2.41532,,0.391682,,,,8673.83,,0.0925623,78.3607,,,16.8745,123.253,,9.37278,30.9206,,,,,3.47423,,1.76317,,1.19371,,,40746.7,,,,,,,19.2786,,4.95519,,0.0998917,,3.80828,,,0.678481,,0.0681408,,26693.8,,,,,,,37.918,,48.3104,,0.278962,,,,17167.4,,393.435,,0.985757,6821.73,,14.1432,,33.1793,,64.8498,,,654.291,,23.1693,,,9.04125,,,153.553,0.00198,,,2081.63,,,,,727.394,14.0227,,,,6.30937,,3.6443,,120.69,,1.05092,,0.670453,,,14.2122,,4595.51,,0.831532,0.261471,,2.66414,,105.28,,2.93524,,15.6328,,1.70278,,97.8706,,130.543,
186,OREAS 23a,0.1,,,37.0,0.003,,1092.0,,,,0.15,,,,,,0.15,,,,14.8,,,,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,40.5,,,,,21.3,,,,,,,,,,,,,,,0.45,,,,,,,3.1,,,,,,,,,20.9,,,,,,,6.2,,,,3.7,,,,,,69.0,,,
187,OREAS 23b,0.0653,78629.0,,25.1408,0.00297,,1099.62,,3.61837,,0.152146,,,,25777.7,,0.0874048,80.028,,,13.95,65.1759,,15.6893,46.7183,,,,,,,,,,,,37177.1,,,,,,,19.3481,,,,,,3.11967,,,,,0.052863,,33665.4,,,,,,,38.1454,,37.269,,,,,,13916.7,,546.94,,3.20117,20346.9,,21.5615,,,,39.9526,,,1042.28,,22.59,,,,,,225.608,,,,684.795,,,,,0.5885,12.8433,,,,,,4.05875,,300.711,,1.64338,,,,,21.7407,,5075.39,,1.17625,,,6.2842,,112.45,,3.36944,,27.3705,,,,70.2517,,95.2813,
188,OREAS 23c,0.0910714,79157.7,,18.1144,0.0099,,1063.89,,2.96617,,0.657109,,,,20342.3,,0.171194,82.531,,,9.77,53.0133,,12.6258,28.0163,,,,,,,,,,,,32234.7,,,,,,,21.1633,,,,,,2.24444,,,,,0.0656389,,30385.5,,,,,,,38.7483,,51.0271,,,,,,9206.35,,416.59,,3.20379,20929.8,,15.6427,,,,23.8357,,,907.389,,23.4467,,,,,,185.022,,,,1171.26,,,,,0.341389,9.8519,,,,,,4.84667,,201.549,,1.29775,,,,,16.432,,4186.1,,1.01566,,,4.59571,,75.4271,,10.2937,,18.807,,,,80.4437,,71.2981,
189,OREAS 240,1.30045,33501.6,,63.9314,5.51037,19.8,31.7767,,0.267537,,0.0499615,,,,28166.3,,0.611582,10.4144,,,28.503,20.1583,,0.703531,167.429,,,,,2.07719,,1.18079,,0.405194,,,52993.2,,,,,,,9.67876,,1.90646,,0.0977778,,0.545603,,,0.392194,,0.0375833,,1474.49,,,,,,,4.55914,,9.95646,,0.154979,,,,15387.8,,717.426,,1.59576,2688.91,,3.37022,,5.99793,,52.8233,,,385.242,,28.0363,,,1.35804,,0.0133933,6.07652,0.00195833,,,3997.13,,,,,0.769204,6.16267,,,,1.56028,,0.650905,,46.804,,0.0495,,0.312444,,0.105756,0.887333,,3069.8,,0.112292,0.170028,,0.224667,,129.966,,25.8518,,11.4292,,1.11356,,129.339,,18.5327,
190,OREAS 240b,1.39957,64930.5,,97.988,5.6479,22.5532,323.899,,0.47001,,0.072995,,,,56631.8,,0.885909,14.8792,,,40.2925,145.683,,1.37853,164.375,,,,,3.35476,,2.02983,,0.869401,,,73127.4,,,,,,,14.8328,,2.88554,,0.0953002,,1.66408,,,0.670086,,0.075469,,7295.22,,,,,,,6.60491,,13.4658,,0.2946,,,,34377.6,,1395.98,,2.90332,18708.2,,3.54046,,8.74201,,94.3142,,,428.837,,40.5454,,,1.91112,,,21.059,0.0024963,,,5494.54,,,,,2.13934,33.328,,,,2.42405,,1.31647,,196.315,,0.242052,,0.503692,,0.152985,1.4503,,5434.36,,0.342285,0.292921,,0.423527,,231.535,,47.1217,,18.2682,,1.86628,,173.469,,53.1248,
191,OREAS 241,1.7338,65045.8,,71.335,6.9087,91.5495,240.995,,0.47651,,0.0674048,,,,58259.3,,0.643667,13.9276,,,40.8839,82.7176,,1.0748,169.491,,,,,3.85935,,2.34607,,0.955252,,,78259.9,,,,,,,15.8103,,3.40539,,0.129444,,1.80629,,0.0571394,0.829167,,0.0779615,,5783.14,,,,,,,6.181,,11.5309,,0.354048,,,,33385.5,,1302.56,,1.63287,21227.7,,3.68775,,9.09474,,66.5689,,,447.692,,32.2383,,,1.97812,,,15.2786,0.00260833,,,4663.7,,,,,1.89846,37.4218,0.93037,,,2.60713,,1.12857,,95.8371,,0.2575,,0.605948,,0.115208,1.1785,,6258.83,,0.264556,0.349637,,0.369862,,270.027,,32.744,,21.0108,,2.27536,,146.849,,58.0691,
192,OREAS 241b,1.72251,65127.9,,86.8202,7.12979,29.9367,256.967,,0.464395,,0.0690472,,,,57858.3,,0.779526,14.8499,,,39.7593,119.382,,1.21784,166.344,,,,,3.63038,,2.209,,0.970304,,,75421.2,,,,,,,15.334,,3.05803,,0.102534,,1.75041,,,0.757883,,0.0781073,,6286.22,,,,,,,6.3353,,12.8257,,0.319656,,,,33074.6,,1329.81,,2.19295,19264.7,,3.66125,,9.20073,,77.4656,,,441.652,,37.3356,,,1.99022,,,18.0996,0.0025963,,,4963.8,,,,,1.98437,35.2829,,,,2.60594,,1.31505,,155.696,,0.251063,,0.533074,,0.133092,1.30478,,5923.36,,0.309944,0.317629,,0.396815,,250.463,,38.2764,,19.5048,,2.10169,,162.939,,57.3284,
193,OREAS 242,2.04713,32033.5,,65.6898,8.66906,51.7593,35.0898,,0.273571,,0.0547143,,,,26609.5,,0.653107,10.8776,,,28.8501,26.101,,0.777281,171.271,,,,,2.16036,,1.33169,,0.468389,,,55359.7,,,,,,,10.3398,,2.08238,,0.112444,,0.576643,,,0.435952,,0.039325,,1602.41,,,,,,,4.79139,,9.79861,,0.162667,,,,15874.9,,699.052,,1.54069,2570.11,,3.57888,,6.3899,,48.8695,,,408.15,,30.4715,,,1.412,,0.0103333,6.79111,0.0019381,,,4339.04,,,,,0.935298,6.28548,,,,1.64281,,0.682767,,38.2278,,0.0495,,0.346567,,0.109944,0.984639,,3299.41,,0.140882,0.181352,,0.241964,,142.173,,24.5549,,12.0504,,1.18935,,132.744,,18.829,
194,OREAS 242b,4.74986,65314.7,,53.3531,8.7279,14.7145,152.889,,0.46117,,0.391817,,,,63110.6,,0.396934,16.9627,,,39.6156,106.989,,1.07945,173.383,,,,,3.83246,,2.29749,,0.900976,,,75001.8,,,,,,,15.8051,,3.34795,,0.126593,,1.73654,,0.0699167,0.766047,,0.0737897,,3631.3,,,,,,,7.60234,,19.6618,,0.324052,,,,35158.1,,1260.53,,8.19658,17306.6,,3.89432,,9.90388,,75.2484,,,399.443,,19.0231,,,2.20594,,,14.6888,0.00245556,,,2646.11,,,,,3.45692,37.1853,0.875027,,,2.78459,,0.996692,,185.287,,0.263455,,0.580113,,0.164793,1.63098,,5677.15,,0.17172,0.31046,,0.438394,,256.823,,16.0697,,20.067,,2.16294,,115.305,,54.6677,
195,OREAS 243,3.03949,63784.3,,85.0344,12.3938,84.5163,251.931,,0.515967,,0.0768095,,,,55855.6,,0.794689,14.8873,,,39.3413,84.7594,,1.26515,173.053,,,,,3.79104,,2.29944,,0.925688,,,75468.5,,,,,,,15.3662,,3.32969,,0.121667,,1.85065,,0.048463,0.795297,,0.0800619,,6433.27,,,,,,,6.70952,,12.269,,0.350389,,,,31907.0,,1264.83,,1.9264,20408.3,,3.695,,9.18997,,64.9197,,,443.074,,38.3092,,,2.05517,,,17.9349,0.00270833,,,5273.24,,,,,2.23514,35.9449,0.99,,,2.58456,,1.25222,,97.8884,,0.263697,,0.585243,,0.134167,1.38598,,5998.15,,0.333456,0.338399,,0.416331,,257.978,,37.6867,,20.2809,,2.19792,,160.174,,60.7531,
196,OREAS 245,1.44494,62353.0,,3778.33,25.7273,,549.303,,2.33898,,0.704506,,,,8136.31,,0.0754688,66.1658,,,12.9752,102.696,,8.71102,55.69,,,,,2.74095,,1.42588,,0.997678,,,34514.8,,,,,,,16.9618,,4.19775,,,,3.14766,,,0.51628,,0.0592151,,25490.0,,,,,,,32.6321,,38.0079,,0.234905,,,,12743.2,,351.364,,1.43129,4827.05,,10.6533,,29.0473,,47.2853,,,493.942,,32.6401,,,7.81734,,,149.307,0.00198,,,7654.38,,,,,3471.04,11.4914,,,,5.46712,,3.37976,,95.9422,,0.857564,,0.510258,,,12.3239,,3498.09,,0.817879,0.221003,,2.48326,,83.2639,,6.76013,,12.5481,,1.48167,,92.0985,,107.473,
197,OREAS 247,2.16229,60804.0,,3514.17,42.9615,,550.102,,2.22555,,0.584378,,,,8256.19,,0.0653438,66.83,,,11.9943,97.0389,,8.48652,42.2447,,,,,2.72904,,1.4939,,0.961408,,,33232.0,,,,,,,16.296,,4.23016,,,,3.57202,,,0.535453,,0.0576333,,24454.5,,,,,,,33.054,,31.7623,,0.238095,,,,12198.4,,355.363,,1.75627,4985.06,,11.7421,,29.3213,,45.8683,,,483.934,,31.9105,,,7.90264,,,143.536,0.00198,,,7138.86,,,,,3295.03,11.3712,,,,5.49668,,3.31389,,96.2771,,0.919091,,0.525369,,,12.6008,,3896.85,,0.797214,0.226349,,2.53258,,82.0781,,7.87886,,13.1236,,1.54073,,86.1388,,124.743,
198,OREAS 24P,0.1,76600.0,,2.0,0.00198,,285.0,,,,0.0495,700.0,,,60700.0,,0.297,37.6,,,44.0,250.0,,,52.0,,,,,4.6,,2.2,,1.6,,,79700.0,,,,,,,,,5.3,,,,,,,0.8,,,,7000.0,,6100.0,,,,,17.4,,,,0.2,,,,41300.0,,1100.0,,,23100.0,,21.0,,19.9,,141.0,,,1360.0,,2.9,,1.98,4.7,,0.99,22.4,,,,130.0,,,,,0.14,,,242000.0,,4.7,,2.0,,403.0,,,,0.81,,,2.85,,11000.0,,,0.3,,0.75,,,,,,22.9,,1.83,,114.0,,141.0,
199,OREAS 24b,,78112.7,151457.0,7.95672,0.00297,,738.937,819.475,2.94612,,0.677595,1887.57,,,10561.6,14727.8,,85.9039,,,16.9403,141.73,201.316,10.4884,37.9595,,,,,5.83439,,3.41282,,1.39377,,,44546.3,,,63498.4,,,,20.1584,,6.26581,,,,6.14734,,,1.17146,,,,27401.2,33919.2,24615.4,,,,,44.0168,,51.8011,,0.488808,,,,16185.4,27547.6,461.751,589.048,4.03243,8235.44,11493.9,15.9957,,38.6759,,61.4693,,,692.872,1607.71,23.1472,,,10.1851,,,161.085,,,,2033.33,,,,,0.997251,14.1229,,311209.0,659996.0,7.1738,,4.65352,,124.625,,1.31971,,0.979687,,,16.5355,,4805.69,7983.15,0.905316,0.503768,,3.31375,,112.02,,4.13311,,32.5042,,3.24003,,104.652,,213.455,
200,OREAS 24c,0.198,74459.4,,0.198,0.00099,,269.142,,1.047,,0.099,,,,58587.4,,0.099,,,,42.6933,192.687,,,48.6317,,,,,,,,,,,,76197.0,,,,,,,,,,,,,3.75233,,,,,,,7346.87,,,,,,,,,8.31667,,,,,,39270.2,,1081.1,,2.48934,24225.7,,23.8293,,,,137.576,,,1555.23,,2.89636,,,,,,21.892,,,,,,,,,0.099,21.61,,,,,,1.51308,,441.523,,1.4808,,,,,3.07856,,10553.5,,,,,0.758697,,160.513,,0.5271,,22.29,,,,108.478,,143.182,
201,OREAS 24d,0.198,77681.6,,1.35083,0.00099,,536.155,,2.13785,,0.0296,,,,56200.9,,0.122083,59.3969,,,44.2148,147.093,,1.17659,43.1948,,,,,,,,,,,,79701.4,,,,,,,22.0589,,,,,,4.70342,,,,,0.0737857,,16888.4,,,,,,,29.1155,,10.7571,,0.230167,,,,45607.9,,1151.75,,4.46286,23288.6,,44.5697,,,,136.549,,,2524.64,,3.55519,,,,,,37.2323,,,,420.048,,,,,,19.9567,,,,,,1.88631,,748.422,,3.00758,,0.7872,,,3.78,,12183.1,,0.121852,,,1.39722,,201.37,,,,20.4317,,,,103.643,,204.917,
202,OREAS 250,0.258156,13352.6,,11.8017,0.308699,9.9,69.4677,,0.602494,,0.0809533,,,,8841.95,,0.116032,39.6504,,,32.992,49.5343,,0.847509,44.748,,,,,2.90035,,1.33327,,0.749892,,,50844.2,,,,,,,4.17669,,3.62783,,,,0.867,,,0.492918,,0.0396,,1111.73,,,,,,,17.5083,,7.23435,,0.13815,,,,17267.6,,576.899,,0.940147,1864.35,,0.99,,17.465,,118.901,,,988.918,,8.06419,,,4.38725,,,11.1771,,,,115.031,,,,,0.440222,5.08338,0.99,,,3.85895,,0.710839,,65.5142,,0.0495,,0.521156,,0.0495,3.05759,,1707.58,,0.0681864,0.166182,,0.586736,,41.4387,,,,12.3431,,1.00201,,81.793,,49.5,
203,OREAS 250b,0.0734,54519.7,,3.82453,0.332432,9.9,425.217,,2.43232,,0.128347,,,,18958.8,,0.03245,75.6446,,,27.9097,117.719,,3.05837,24.7259,,,,,4.41357,,1.8989,,2.07242,,,45993.5,,,,,,,16.9778,,6.27797,,0.182166,,5.22025,,,0.745822,,0.0547971,,15449.6,,,,,,,41.7296,,19.1254,,0.202757,,,,13775.7,,564.65,,2.19518,14154.4,,39.4596,,37.8125,,102.005,,,1289.54,,8.6356,,,9.61713,,,63.5232,0.00198,,,94.938,,,,,0.325328,10.3683,,,,7.44242,,2.40607,,403.415,,2.48896,,0.869044,,,8.27986,,6330.19,,0.252403,0.24104,,1.80957,,70.1696,,1.46481,,19.0692,,1.47675,,94.8045,,229.502,
204,OREAS 250c,0.099,51760.2,,54.0987,0.312501,9.9,354.248,,1.97318,,0.290745,,,,17157.3,,0.0746038,70.4375,,,20.5756,100.235,,2.61651,24.1278,,,,,3.66545,,1.59373,,1.6023,,,40365.7,,,,,,,15.3212,,5.20468,,0.0996667,,4.34456,,,0.629077,,0.0585532,,13185.1,,,,,,,37.9907,,21.7332,,0.177694,,,,15541.9,,492.363,,1.96423,10740.6,,31.7716,,32.0964,,83.1882,,,952.947,,9.92076,,,8.51129,,,64.7019,0.00198,,,271.84,,,,,0.883773,9.89179,,,,6.27191,,3.59089,,311.466,,2.07483,,0.687984,,,8.67549,,5669.24,,0.353264,0.201275,,1.62133,,69.932,,2.05356,,15.6643,,1.2817,,74.9419,,187.837,
205,OREAS 251,0.173416,13072.9,,13.026,0.503969,9.9,68.4718,,0.600954,,0.0963858,,,,8660.39,,0.163767,39.1155,,,32.8397,54.979,,0.828885,47.5307,,,,,2.86416,,1.31806,,0.752079,,,50481.5,,,,,,,4.29935,,3.60728,,,,0.841143,,,0.493649,,0.0396,,1131.7,,,,,,,17.4622,,7.0974,,0.140637,,,,17261.5,,560.968,,1.02465,1857.78,,0.495,,17.2837,,118.678,,,968.818,,10.5277,,,4.36838,,,11.5329,,,,168.123,,,,,0.594,5.198,0.99,,,3.81534,,0.699777,,64.7331,,0.0495,,0.516114,,0.0495,3.06219,,1681.31,,0.0677766,0.163396,,0.575275,,42.0904,,0.99,,12.2682,,0.980997,,89.1527,,34.6639,
206,OREAS 251b,0.122561,47996.9,,12.8919,0.504766,9.9,311.181,,1.25248,,0.310644,,,,20081.7,,0.0267667,50.7996,,,17.9967,115.069,,2.7983,26.7028,,,,,3.13938,,1.53612,,1.10062,,,36913.3,,,,,,,12.5691,,4.03376,,0.108,,2.94219,,0.0180333,0.566951,,0.0650937,,11656.7,,,,,,,25.8458,,20.9756,,0.204002,,,,16663.7,,424.674,,1.8438,7740.3,,14.4072,,23.7359,,72.1777,,,697.011,,9.06311,,0.0099,6.21155,,,63.339,0.00198,,,169.053,,,,,0.785909,9.67678,0.99,,,4.71761,,3.6469,,195.81,,1.03194,,0.58099,,0.0495,8.65399,,4806.6,,0.350708,0.212536,,1.27201,,74.7951,,1.97467,,15.2103,,1.39311,,60.2166,,107.507,
207,OREAS 251c,0.29636,67694.1,,174.723,0.507743,9.9,508.944,,2.39313,,7.52267,,,,17149.2,,0.0510067,88.3028,,,17.1892,119.682,,5.94188,27.5167,,,,,4.27875,,1.95967,,1.67853,,,42770.9,,,,,,,18.8914,,5.80034,,,,4.70083,,,0.722807,,0.0874766,,18742.7,,,,,,,45.3112,,30.5942,,0.26326,,,,13662.6,,414.701,,2.48305,9566.74,,26.3304,,38.4355,,72.0797,,,915.9,,13.3326,,,10.2291,,,99.0788,0.00099,,,97.9754,,,,,2.65378,12.931,,,,7.34456,,8.94535,,280.079,,1.83288,,0.765379,,0.121438,12.2968,,5925.6,,0.521457,0.254191,,2.18023,,91.9751,,31.4592,,18.3027,,1.72474,,69.4913,,182.903,
208,OREAS 252,0.185007,13237.8,,16.1633,0.6742,9.9,68.5325,,0.615486,,0.111381,,,,8430.6,,0.186108,39.175,,,32.1081,59.1774,,0.80868,49.4283,,,,,2.76373,,1.2716,,0.738379,,,49684.0,,,,,,,4.19468,,3.51437,,,,0.803611,,,0.458068,,0.0268278,,1197.49,,,,,,,17.5056,,7.39238,,0.128328,,,,16618.5,,545.579,,1.07882,1711.57,,0.495,,16.9965,,117.024,,,941.828,,11.8357,,,4.38049,,,11.7513,,,,185.317,,,,,0.515313,5.24817,0.99,,,3.77511,,0.678516,,61.8741,,0.0495,,0.500747,,0.0495,3.26415,,1623.5,,0.0695106,0.150564,,0.605369,,42.5328,,0.495,,11.8005,,0.956684,,90.8943,,49.5,
209,OREAS 252b,0.26363,77024.4,,201.769,0.837195,9.9,633.618,,2.94782,,3.63387,,,,14568.8,,0.0503,93.2801,,,26.1883,145.254,,6.67148,37.797,,,,,4.87417,,2.33419,,1.97537,,,51347.0,,,,,,,21.5386,,6.59002,,0.198583,,5.34424,,,0.869455,,0.0769223,,22479.4,,,,,,,48.6583,,26.4882,,0.290178,,,,13582.5,,465.544,,2.15906,10155.7,,29.3345,,42.5346,,100.633,,,984.932,,16.9597,,,11.0888,,,114.828,0.00198,,,151.473,,,,,9.64002,16.3983,,,,8.16665,,5.88622,,272.491,,1.928,,0.924572,,0.101979,13.5244,,6172.86,,0.577841,0.32457,,2.78877,,108.372,,36.3559,,21.8816,,2.04842,,109.842,,213.807,
210,OREAS 252c,0.203111,50341.7,,15.023,0.8197,9.9,338.871,,1.86447,,0.339143,,,,14909.4,,0.065965,68.2416,,,19.0946,102.079,,2.64717,26.7668,,,,,3.40155,,1.5226,,1.45365,,,38602.8,,,,,,,14.6873,,4.87938,,0.0953333,,4.17098,,,0.604146,,0.0570949,,12783.9,,,,,,,36.9827,,24.0237,,0.171485,,,,14366.5,,443.505,,2.27183,9287.34,,29.2092,,31.1985,,79.8831,,,849.55,,10.3653,,,8.27992,,,65.4152,0.00198,,,109.32,,,,,0.859031,9.78356,,,,5.96513,,3.89001,,273.339,,1.92319,,0.665961,,,8.79847,,5232.89,,0.363893,0.194226,,1.53464,,67.9392,,2.59409,,15.0906,,1.24851,,70.9174,,179.273,
211,OREAS 253,,,,,1.21733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,OREAS 253b,0.347667,62985.4,,234.727,1.24184,9.9,481.541,,2.12588,,4.3398,,,,12350.3,,0.0588636,76.2818,,,14.958,119.965,,5.06011,38.5781,,,,,3.83867,,1.81394,,1.45293,,,40232.2,,,,,,,17.3191,,5.23989,,0.099,,4.33305,,0.0391061,0.643297,,0.0695282,,17384.3,,,,,,,39.6766,,25.455,,0.251368,,,,12408.0,,324.868,,2.48039,6451.94,,18.4876,,33.6021,,67.4786,,,682.596,,14.9647,,0.0099,8.99102,,,92.5508,0.00198,,,209.931,,,,,11.1416,13.2287,0.99,,,6.47523,,6.91933,,185.538,,1.26822,,0.729867,,0.099,12.8503,,4682.71,,0.495862,0.240477,,2.14146,,89.9831,,40.5852,,17.1903,,1.63669,,73.4859,,157.031,
213,OREAS 254,,,,,2.55203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,OREAS 254b,0.453128,54501.0,,13.7366,2.52569,,407.146,,2.19664,,0.248128,,,,16402.3,,0.0725899,66.1081,,,27.3045,151.95,,2.65929,42.8549,,,,,3.86715,,1.72532,,1.78473,,,43803.9,,,,,,,16.0328,,5.45317,,,,4.76409,,,0.686763,,0.0515859,,14938.6,,,,,,,36.3479,,20.2021,,0.193242,,,,14916.8,,537.396,,3.4563,12330.5,,32.8283,,32.2832,,105.431,,,1089.68,,9.84595,,,8.50618,,,60.7972,0.00198,,,235.786,,,,,0.725781,11.8723,,,,6.32453,,2.07691,,332.608,,2.10175,,0.735981,,0.198,7.3325,,5627.06,,0.272036,0.233016,,1.63488,,83.2671,,3.76359,,17.1543,,1.34533,,89.3433,,202.596,
215,OREAS 254c,0.927211,50799.0,,17.5969,2.56701,9.9,339.648,,1.93335,,0.34686,,,,14636.9,,0.0712668,69.5025,,,20.097,110.56,,2.47452,31.3785,,,,,3.44398,,1.59278,,1.50043,,,39332.1,,,,,,,15.037,,5.31446,,0.10881,,4.40576,,0.0349792,0.610684,,0.0595059,,12855.7,,,,,,,37.8871,,24.1261,,0.174754,,,,15092.9,,458.078,,3.86643,9693.98,,30.5205,,31.9647,,85.8479,,,885.939,,10.7207,,,8.49102,,,64.5783,0.00198,,,197.878,,,,,1.16519,10.1107,,,,6.03949,,3.74797,,285.293,,1.96631,,0.676196,,,8.36836,,5316.11,,0.360872,0.195316,,1.53212,,69.3031,,3.20302,,15.4241,,1.26474,,74.5566,,188.776,
