Summary by Sample
Dataset Name:, C:\Elandata\DataSet\1404-06-04
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,W
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,489,,,cps,0.605,,,ppm
Bi209,1.83e+003,,,cps,0.286,,,ppm
Cd111,346,,,cps,0.216,,,ppm
Cs133,4.87e+004,,,cps,2.64,,,ppm
Co59,1.33e+005,,,cps,15.4,,,ppm
Pb208,1.5e+005,,,cps,21.3,,,ppm
Rb85,4.93e+005,,,cps,46.6,,,ppm
Se82,13.8,,,cps,0.101,,,ppm
Ag107,1.1e+004,,,cps,1.64,,,ppm
Te130,-107,,,cps,-8.82e-002,,,ppm
Ta181,9.2e+003,,,cps,0.631,,,ppm
Tl205,2.37e+003,,,cps,0.241,,,ppm
Ge74,164,,,cps,6.29e-002,,,ppm
Hf180,1.13e+004,,,cps,1.57,,,ppm
Mo98,4.35e+003,,,cps,1.34,,,ppm
Nb93,8.33e+004,,,cps,7.53,,,ppm
Sb121,2.68e+003,,,cps,0.584,,,ppm
Sn118,6.55e+003,,,cps,1.5,,,ppm
W184,4.29e+003,,,cps,0.897,,,ppm
Zr90,3.97e+005,,,cps,58.1,,,ppm
As75,4.21e+004,,,cps,43.9,,,ppm
V51,1.3e+006,,,cps,251,,,ppm
Cr52,4.38e+005,,,cps,71.8,,,ppm
Ni60,8.56e+004,,,cps,45.7,,,ppm
Cu63,1.37e+005,,,cps,31.7,,,ppm
Zn66,7.11e+004,,,cps,52.4,,,ppm
Th232,6.33e+004,,,cps,4.73,,,ppm
Sc45,1.09e+005,,,cps,23.2,,,ppm
Y89,2.1e+005,,,cps,13.2,,,ppm
La139,2.87e+005,,,cps,15.2,,,ppm
Ce140,5.22e+005,,,cps,31.,,,ppm
Pr141,7.9e+004,,,cps,3.76,,,ppm
Nd142,7.72e+004,,,cps,13.6,,,ppm
Sm152,2.08e+004,,,cps,3.42,,,ppm
Eu153,1.17e+004,,,cps,0.975,,,ppm
Gd158,2.34e+004,,,cps,4.07,,,ppm
Tb159,1.16e+004,,,cps,0.503,,,ppm
Dy164,1.81e+004,,,cps,2.75,,,ppm
Ho165,1.19e+004,,,cps,0.494,,,ppm
Er166,1.21e+004,,,cps,1.52,,,ppm
Tm169,5.07e+003,,,cps,0.21,,,ppm
Yb174,1.11e+004,,,cps,1.44,,,ppm
Lu175,4.94e+003,,,cps,0.23,,,ppm
U238,1.81e+004,,,cps,1.32,,,ppm
Ga69,1.12e+005,,,cps,16.3,,,ppm
Sample ID:,1627-12
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,489,,,cps,0.59,,,ppm
Bi209,1.6e+003,,,cps,0.244,,,ppm
Cd111,357,,,cps,0.218,,,ppm
Cs133,4.48e+004,,,cps,2.37,,,ppm
Co59,1.27e+005,,,cps,14.4,,,ppm
Pb208,1.2e+005,,,cps,16.6,,,ppm
Rb85,4.8e+005,,,cps,44.3,,,ppm
Se82,-35.9,,,cps,-0.257,,,ppm
Ag107,1.03e+004,,,cps,1.5,,,ppm
Te130,-220,,,cps,-0.177,,,ppm
Ta181,8.35e+003,,,cps,0.559,,,ppm
Tl205,2.26e+003,,,cps,0.224,,,ppm
Ge74,135,,,cps,5.06e-002,,,ppm
Hf180,1.08e+004,,,cps,1.46,,,ppm
Mo98,4.26e+003,,,cps,1.28,,,ppm
Nb93,7.19e+004,,,cps,6.34,,,ppm
Sb121,2.03e+003,,,cps,0.431,,,ppm
Sn118,6.17e+003,,,cps,1.38,,,ppm
W184,4.32e+003,,,cps,0.879,,,ppm
Zr90,3.73e+005,,,cps,53.3,,,ppm
As75,3.75e+004,,,cps,38.2,,,ppm
V51,1.17e+006,,,cps,220,,,ppm
Cr52,4.08e+005,,,cps,65.2,,,ppm
Ni60,8.17e+004,,,cps,42.5,,,ppm
Cu63,1.21e+005,,,cps,27.4,,,ppm
Zn66,6.36e+004,,,cps,45.7,,,ppm
Th232,5.82e+004,,,cps,4.24,,,ppm
Sc45,1.12e+005,,,cps,23.2,,,ppm
Y89,2.06e+005,,,cps,12.7,,,ppm
La139,2.74e+005,,,cps,14.1,,,ppm
Ce140,4.78e+005,,,cps,27.7,,,ppm
Pr141,7.19e+004,,,cps,3.34,,,ppm
Nd142,7.81e+004,,,cps,13.5,,,ppm
Sm152,1.98e+004,,,cps,3.18,,,ppm
Eu153,1.15e+004,,,cps,0.934,,,ppm
Gd158,2.38e+004,,,cps,4.03,,,ppm
Tb159,1.15e+004,,,cps,0.483,,,ppm
Dy164,1.83e+004,,,cps,2.72,,,ppm
Ho165,1.25e+004,,,cps,0.505,,,ppm
Er166,1.21e+004,,,cps,1.49,,,ppm
Tm169,5.23e+003,,,cps,0.211,,,ppm
Yb174,1.04e+004,,,cps,1.31,,,ppm
Lu175,4.59e+003,,,cps,0.209,,,ppm
U238,1.74e+004,,,cps,1.24,,,ppm
Ga69,1.02e+005,,,cps,14.4,,,ppm
Sample ID:,1627-13
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,331,,,cps,0.401,,,ppm
Bi209,1.15e+003,,,cps,0.177,,,ppm
Cd111,234,,,cps,0.143,,,ppm
Cs133,3.12e+004,,,cps,1.65,,,ppm
Co59,1.69e+005,,,cps,19.2,,,ppm
Pb208,1.1e+005,,,cps,15.3,,,ppm
Rb85,3.4e+005,,,cps,31.5,,,ppm
Se82,-23.8,,,cps,-0.171,,,ppm
Ag107,9.85e+003,,,cps,1.44,,,ppm
Te130,-150,,,cps,-0.121,,,ppm
Ta181,5.65e+003,,,cps,0.38,,,ppm
Tl205,1.55e+003,,,cps,0.155,,,ppm
Ge74,79.6,,,cps,3.e-002,,,ppm
Hf180,8.12e+003,,,cps,1.11,,,ppm
Mo98,4.2e+003,,,cps,1.27,,,ppm
Nb93,5.36e+004,,,cps,4.75,,,ppm
Sb121,1.51e+003,,,cps,0.323,,,ppm
Sn118,5.1e+003,,,cps,1.15,,,ppm
W184,3.75e+003,,,cps,0.768,,,ppm
Zr90,2.67e+005,,,cps,38.3,,,ppm
As75,3.04e+004,,,cps,31.,,,ppm
V51,1.82e+006,,,cps,344,,,ppm
Cr52,4.23e+005,,,cps,68.,,,ppm
Ni60,7.85e+004,,,cps,41.1,,,ppm
Cu63,1.74e+005,,,cps,39.4,,,ppm
Zn66,6.81e+004,,,cps,49.2,,,ppm
Th232,3.64e+004,,,cps,2.67,,,ppm
Sc45,1.46e+005,,,cps,30.5,,,ppm
Y89,2.23e+005,,,cps,13.7,,,ppm
La139,1.94e+005,,,cps,10.1,,,ppm
Ce140,3.46e+005,,,cps,20.2,,,ppm
Pr141,5.53e+004,,,cps,2.58,,,ppm
Nd142,6.36e+004,,,cps,11.,,,ppm
Sm152,1.8e+004,,,cps,2.91,,,ppm
Eu153,1.22e+004,,,cps,0.998,,,ppm
Gd158,2.06e+004,,,cps,3.51,,,ppm
Tb159,1.1e+004,,,cps,0.465,,,ppm
Dy164,1.72e+004,,,cps,2.57,,,ppm
Ho165,1.18e+004,,,cps,0.479,,,ppm
Er166,1.17e+004,,,cps,1.44,,,ppm
Tm169,4.97e+003,,,cps,0.202,,,ppm
Yb174,1.03e+004,,,cps,1.31,,,ppm
Lu175,4.82e+003,,,cps,0.22,,,ppm
U238,1.e+004,,,cps,0.72,,,ppm
Ga69,1.12e+005,,,cps,16.,,,ppm
Sample ID:,1627-14
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,281,,,cps,0.339,,,ppm
Bi209,730,,,cps,0.112,,,ppm
Cd111,204,,,cps,0.125,,,ppm
Cs133,2.35e+004,,,cps,1.24,,,ppm
Co59,1.62e+005,,,cps,18.3,,,ppm
Pb208,7.46e+004,,,cps,10.3,,,ppm
Rb85,2.8e+005,,,cps,25.8,,,ppm
Se82,40.7,,,cps,0.291,,,ppm
Ag107,3.95e+004,,,cps,5.75,,,ppm
Te130,-472,,,cps,-0.38,,,ppm
Ta181,4.3e+003,,,cps,0.288,,,ppm
Tl205,1.17e+003,,,cps,0.116,,,ppm
Ge74,-342,,,cps,-0.128,,,ppm
Hf180,8.98e+003,,,cps,1.22,,,ppm
Mo98,3.37e+003,,,cps,1.01,,,ppm
Nb93,3.84e+004,,,cps,3.39,,,ppm
Sb121,814,,,cps,0.173,,,ppm
Sn118,4.58e+003,,,cps,1.03,,,ppm
W184,2.51e+003,,,cps,0.512,,,ppm
Zr90,3.05e+005,,,cps,43.6,,,ppm
As75,4.34e+004,,,cps,44.2,,,ppm
V51,1.83e+006,,,cps,343,,,ppm
Cr52,2.41e+005,,,cps,38.6,,,ppm
Ni60,5.9e+004,,,cps,30.7,,,ppm
Cu63,1.71e+005,,,cps,38.4,,,ppm
Zn66,6.72e+004,,,cps,48.3,,,ppm
Th232,2.17e+004,,,cps,1.58,,,ppm
Sc45,1.51e+005,,,cps,31.3,,,ppm
Y89,1.85e+005,,,cps,11.4,,,ppm
La139,1.41e+005,,,cps,7.29,,,ppm
Ce140,2.58e+005,,,cps,15.,,,ppm
Pr141,4.41e+004,,,cps,2.05,,,ppm
Nd142,5.14e+004,,,cps,8.86,,,ppm
Sm152,1.62e+004,,,cps,2.6,,,ppm
Eu153,1.23e+004,,,cps,1.01,,,ppm
Gd158,1.8e+004,,,cps,3.05,,,ppm
Tb159,9.78e+003,,,cps,0.412,,,ppm
Dy164,1.61e+004,,,cps,2.39,,,ppm
Ho165,1.15e+004,,,cps,0.466,,,ppm
Er166,1.14e+004,,,cps,1.39,,,ppm
Tm169,4.62e+003,,,cps,0.187,,,ppm
Yb174,9.97e+003,,,cps,1.26,,,ppm
Lu175,4.71e+003,,,cps,0.214,,,ppm
U238,7.09e+003,,,cps,0.506,,,ppm
Ga69,1.19e+005,,,cps,16.9,,,ppm
Sample ID:,1627-15
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,312,,,cps,0.371,,,ppm
Bi209,1.03e+003,,,cps,0.155,,,ppm
Cd111,256,,,cps,0.154,,,ppm
Cs133,3.16e+004,,,cps,1.64,,,ppm
Co59,1.38e+005,,,cps,15.5,,,ppm
Pb208,8.95e+004,,,cps,12.2,,,ppm
Rb85,3.42e+005,,,cps,31.1,,,ppm
Se82,-84.8,,,cps,-0.599,,,ppm
Ag107,8.95e+003,,,cps,1.28,,,ppm
Te130,-330,,,cps,-0.262,,,ppm
Ta181,5.4e+003,,,cps,0.356,,,ppm
Tl205,1.59e+003,,,cps,0.155,,,ppm
Ge74,2.76,,,cps,1.02e-003,,,ppm
Hf180,9.48e+003,,,cps,1.27,,,ppm
Mo98,3.79e+003,,,cps,1.12,,,ppm
Nb93,4.84e+004,,,cps,4.21,,,ppm
Sb121,1.3e+003,,,cps,0.272,,,ppm
Sn118,5.42e+003,,,cps,1.2,,,ppm
W184,3.08e+003,,,cps,0.619,,,ppm
Zr90,3.36e+005,,,cps,47.3,,,ppm
As75,2.45e+004,,,cps,24.6,,,ppm
V51,1.38e+006,,,cps,256,,,ppm
Cr52,2.55e+005,,,cps,40.3,,,ppm
Ni60,6.05e+004,,,cps,31.1,,,ppm
Cu63,1.51e+005,,,cps,33.6,,,ppm
Zn66,6.06e+004,,,cps,42.9,,,ppm
Th232,3.12e+004,,,cps,2.24,,,ppm
Sc45,1.26e+005,,,cps,25.8,,,ppm
Y89,1.84e+005,,,cps,11.1,,,ppm
La139,1.8e+005,,,cps,9.15,,,ppm
Ce140,3.19e+005,,,cps,18.3,,,ppm
Pr141,5.28e+004,,,cps,2.42,,,ppm
Nd142,5.82e+004,,,cps,9.89,,,ppm
Sm152,1.68e+004,,,cps,2.66,,,ppm
Eu153,1.24e+004,,,cps,0.997,,,ppm
Gd158,1.92e+004,,,cps,3.2,,,ppm
Tb159,1.01e+004,,,cps,0.421,,,ppm
Dy164,1.6e+004,,,cps,2.35,,,ppm
Ho165,1.08e+004,,,cps,0.429,,,ppm
Er166,1.13e+004,,,cps,1.36,,,ppm
Tm169,4.74e+003,,,cps,0.189,,,ppm
Yb174,1.03e+004,,,cps,1.28,,,ppm
Lu175,4.51e+003,,,cps,0.202,,,ppm
U238,9.46e+003,,,cps,0.665,,,ppm
Ga69,1.14e+005,,,cps,15.9,,,ppm
Sample ID:,1627-16
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,233,,,cps,0.285,,,ppm
Bi209,1.81e+003,,,cps,0.281,,,ppm
Cd111,257,,,cps,0.159,,,ppm
Cs133,1.98e+004,,,cps,1.06,,,ppm
Co59,1.73e+005,,,cps,19.9,,,ppm
Pb208,1.15e+005,,,cps,16.2,,,ppm
Rb85,2.77e+005,,,cps,26.,,,ppm
Se82,-110,,,cps,-0.798,,,ppm
Ag107,1.11e+004,,,cps,1.64,,,ppm
Te130,-455,,,cps,-0.371,,,ppm
Ta181,5.91e+003,,,cps,0.401,,,ppm
Tl205,1.64e+003,,,cps,0.165,,,ppm
Ge74,437,,,cps,0.166,,,ppm
Hf180,1.2e+004,,,cps,1.66,,,ppm
Mo98,6.39e+003,,,cps,1.95,,,ppm
Nb93,5.65e+004,,,cps,5.06,,,ppm
Sb121,1.76e+003,,,cps,0.379,,,ppm
Sn118,5.87e+003,,,cps,1.34,,,ppm
W184,3.53e+003,,,cps,0.729,,,ppm
Zr90,4.2e+005,,,cps,60.8,,,ppm
As75,3.46e+004,,,cps,35.7,,,ppm
V51,2.72e+006,,,cps,518,,,ppm
Cr52,3.24e+005,,,cps,52.6,,,ppm
Ni60,6.48e+004,,,cps,34.2,,,ppm
Cu63,2.01e+005,,,cps,46.,,,ppm
Zn66,8.44e+004,,,cps,61.5,,,ppm
Th232,3.49e+004,,,cps,2.58,,,ppm
Sc45,1.41e+005,,,cps,29.6,,,ppm
Y89,2.23e+005,,,cps,13.9,,,ppm
La139,1.76e+005,,,cps,9.24,,,ppm
Ce140,3.28e+005,,,cps,19.3,,,ppm
Pr141,5.14e+004,,,cps,2.42,,,ppm
Nd142,6.06e+004,,,cps,10.6,,,ppm
Sm152,1.84e+004,,,cps,3.,,,ppm
Eu153,1.3e+004,,,cps,1.07,,,ppm
Gd158,2.12e+004,,,cps,3.65,,,ppm
Tb159,1.11e+004,,,cps,0.475,,,ppm
Dy164,1.83e+004,,,cps,2.76,,,ppm
Ho165,1.3e+004,,,cps,0.533,,,ppm
Er166,1.3e+004,,,cps,1.61,,,ppm
Tm169,5.76e+003,,,cps,0.236,,,ppm
Yb174,1.27e+004,,,cps,1.62,,,ppm
Lu175,5.69e+003,,,cps,0.262,,,ppm
U238,1.17e+004,,,cps,0.85,,,ppm
Ga69,1.23e+005,,,cps,17.8,,,ppm
Sample ID:,1627-17
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,341,,,cps,0.405,,,ppm
Bi209,1.42e+003,,,cps,0.213,,,ppm
Cd111,272,,,cps,0.163,,,ppm
Cs133,1.83e+004,,,cps,0.953,,,ppm
Co59,1.71e+005,,,cps,19.1,,,ppm
Pb208,1.19e+005,,,cps,16.2,,,ppm
Rb85,2.62e+005,,,cps,23.8,,,ppm
Se82,-307,,,cps,-2.17,,,ppm
Ag107,5.91e+004,,,cps,8.47,,,ppm
Te130,-484,,,cps,-0.383,,,ppm
Ta181,6.16e+003,,,cps,0.406,,,ppm
Tl205,1.37e+003,,,cps,0.134,,,ppm
Ge74,-25.7,,,cps,-9.51e-003,,,ppm
Hf180,1.12e+004,,,cps,1.5,,,ppm
Mo98,4.31e+003,,,cps,1.28,,,ppm
Nb93,5.6e+004,,,cps,4.87,,,ppm
Sb121,1.94e+003,,,cps,0.407,,,ppm
Sn118,6.59e+003,,,cps,1.45,,,ppm
W184,3.2e+003,,,cps,0.643,,,ppm
Zr90,3.7e+005,,,cps,52.1,,,ppm
As75,2.96e+004,,,cps,29.7,,,ppm
V51,2.1e+006,,,cps,390,,,ppm
Cr52,2.12e+005,,,cps,33.4,,,ppm
Ni60,4.96e+004,,,cps,25.4,,,ppm
Cu63,1.84e+005,,,cps,40.9,,,ppm
Zn66,7.46e+004,,,cps,52.8,,,ppm
Th232,2.92e+004,,,cps,2.1,,,ppm
Sc45,1.34e+005,,,cps,27.4,,,ppm
Y89,2.13e+005,,,cps,12.9,,,ppm
La139,1.72e+005,,,cps,8.73,,,ppm
Ce140,3.23e+005,,,cps,18.5,,,ppm
Pr141,4.97e+004,,,cps,2.28,,,ppm
Nd142,5.62e+004,,,cps,9.54,,,ppm
Sm152,1.78e+004,,,cps,2.82,,,ppm
Eu153,1.23e+004,,,cps,0.984,,,ppm
Gd158,2.01e+004,,,cps,3.36,,,ppm
Tb159,1.08e+004,,,cps,0.448,,,ppm
Dy164,1.78e+004,,,cps,2.61,,,ppm
Ho165,1.27e+004,,,cps,0.506,,,ppm
Er166,1.27e+004,,,cps,1.53,,,ppm
Tm169,5.43e+003,,,cps,0.217,,,ppm
Yb174,1.1e+004,,,cps,1.37,,,ppm
Lu175,5.34e+003,,,cps,0.24,,,ppm
U238,1.04e+004,,,cps,0.729,,,ppm
Ga69,1.15e+005,,,cps,16.1,,,ppm
Sample ID:,1627-18
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,285,,,cps,0.34,,,ppm
Bi209,1.35e+003,,,cps,0.205,,,ppm
Cd111,179,,,cps,0.108,,,ppm
Cs133,2.6e+004,,,cps,1.36,,,ppm
Co59,1.26e+005,,,cps,14.2,,,ppm
Pb208,9.81e+004,,,cps,13.5,,,ppm
Rb85,2.85e+005,,,cps,26.1,,,ppm
Se82,-75.,,,cps,-0.532,,,ppm
Ag107,1.08e+004,,,cps,1.55,,,ppm
Te130,-563,,,cps,-0.448,,,ppm
Ta181,7.66e+003,,,cps,0.507,,,ppm
Tl205,1.79e+003,,,cps,0.176,,,ppm
Ge74,120,,,cps,4.46e-002,,,ppm
Hf180,1.09e+004,,,cps,1.47,,,ppm
Mo98,6.98e+003,,,cps,2.08,,,ppm
Nb93,7.6e+004,,,cps,6.64,,,ppm
Sb121,2.26e+003,,,cps,0.475,,,ppm
Sn118,4.71e+003,,,cps,1.05,,,ppm
W184,1.33e+004,,,cps,2.67,,,ppm
Zr90,3.32e+005,,,cps,47.,,,ppm
As75,4.27e+004,,,cps,43.,,,ppm
V51,6.96e+005,,,cps,130,,,ppm
Cr52,4.e+005,,,cps,63.4,,,ppm
Ni60,1.21e+005,,,cps,62.5,,,ppm
Cu63,9.84e+004,,,cps,22.,,,ppm
Zn66,5.03e+004,,,cps,35.8,,,ppm
Th232,5.79e+004,,,cps,4.18,,,ppm
Sc45,8.04e+004,,,cps,16.5,,,ppm
Y89,1.61e+005,,,cps,9.82,,,ppm
La139,2.58e+005,,,cps,13.2,,,ppm
Ce140,4.29e+005,,,cps,24.7,,,ppm
Pr141,6.42e+004,,,cps,2.95,,,ppm
Nd142,6.75e+004,,,cps,11.5,,,ppm
Sm152,1.88e+004,,,cps,3.,,,ppm
Eu153,1.32e+004,,,cps,1.06,,,ppm
Gd158,2.02e+004,,,cps,3.39,,,ppm
Tb159,8.96e+003,,,cps,0.374,,,ppm
Dy164,1.47e+004,,,cps,2.16,,,ppm
Ho165,9.42e+003,,,cps,0.378,,,ppm
Er166,9.69e+003,,,cps,1.17,,,ppm
Tm169,4.06e+003,,,cps,0.163,,,ppm
Yb174,8.17e+003,,,cps,1.02,,,ppm
Lu175,3.82e+003,,,cps,0.172,,,ppm
U238,1.72e+004,,,cps,1.21,,,ppm
Ga69,1.13e+005,,,cps,15.9,,,ppm
Sample ID:,1627-19
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,288,,,cps,0.353,,,ppm
Bi209,1.18e+003,,,cps,0.183,,,ppm
Cd111,223,,,cps,0.138,,,ppm
Cs133,2.64e+004,,,cps,1.42,,,ppm
Co59,1.26e+005,,,cps,14.5,,,ppm
Pb208,8.87e+004,,,cps,12.5,,,ppm
Rb85,2.71e+005,,,cps,25.4,,,ppm
Se82,-249,,,cps,-1.81,,,ppm
Ag107,9.03e+003,,,cps,1.33,,,ppm
Te130,-503,,,cps,-0.41,,,ppm
Ta181,4.53e+003,,,cps,0.307,,,ppm
Tl205,1.39e+003,,,cps,0.14,,,ppm
Ge74,-70.8,,,cps,-2.7e-002,,,ppm
Hf180,9.76e+003,,,cps,1.35,,,ppm
Mo98,7.e+003,,,cps,2.14,,,ppm
Nb93,5.65e+004,,,cps,5.05,,,ppm
Sb121,2.35e+003,,,cps,0.507,,,ppm
Sn118,4.33e+003,,,cps,0.984,,,ppm
W184,1.33e+004,,,cps,2.75,,,ppm
Zr90,3.33e+005,,,cps,48.2,,,ppm
As75,3.63e+004,,,cps,37.4,,,ppm
V51,4.19e+005,,,cps,80.,,,ppm
Cr52,4.e+005,,,cps,64.9,,,ppm
Ni60,1.3e+005,,,cps,68.9,,,ppm
Cu63,8.37e+004,,,cps,19.1,,,ppm
Zn66,4.32e+004,,,cps,31.5,,,ppm
Th232,4.46e+004,,,cps,3.3,,,ppm
Sc45,6.64e+004,,,cps,14.,,,ppm
Y89,1.42e+005,,,cps,8.84,,,ppm
La139,2.32e+005,,,cps,12.2,,,ppm
Ce140,3.84e+005,,,cps,22.6,,,ppm
Pr141,5.96e+004,,,cps,2.81,,,ppm
Nd142,6.24e+004,,,cps,10.9,,,ppm
Sm152,1.61e+004,,,cps,2.63,,,ppm
Eu153,1.14e+004,,,cps,0.944,,,ppm
Gd158,1.85e+004,,,cps,3.18,,,ppm
Tb159,8.32e+003,,,cps,0.356,,,ppm
Dy164,1.24e+004,,,cps,1.88,,,ppm
Ho165,8.13e+003,,,cps,0.334,,,ppm
Er166,8.64e+003,,,cps,1.07,,,ppm
Tm169,3.5e+003,,,cps,0.144,,,ppm
Yb174,7.41e+003,,,cps,0.949,,,ppm
Lu175,3.28e+003,,,cps,0.151,,,ppm
U238,1.44e+004,,,cps,1.04,,,ppm
Ga69,9.36e+004,,,cps,13.5,,,ppm
Sample ID:,1627-20
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,240,,,cps,0.291,,,ppm
Bi209,1.35e+003,,,cps,0.208,,,ppm
Cd111,218,,,cps,0.134,,,ppm
Cs133,3.22e+004,,,cps,1.71,,,ppm
Co59,9.36e+004,,,cps,10.7,,,ppm
Pb208,1.02e+005,,,cps,14.2,,,ppm
Rb85,3.08e+005,,,cps,28.5,,,ppm
Se82,-19.8,,,cps,-0.142,,,ppm
Ag107,9.79e+003,,,cps,1.43,,,ppm
Te130,-435,,,cps,-0.351,,,ppm
Ta181,8.75e+003,,,cps,0.588,,,ppm
Tl205,1.67e+003,,,cps,0.167,,,ppm
Ge74,28.7,,,cps,1.08e-002,,,ppm
Hf180,1.06e+004,,,cps,1.44,,,ppm
Mo98,4.74e+003,,,cps,1.43,,,ppm
Nb93,9.23e+004,,,cps,8.18,,,ppm
Sb121,3.06e+003,,,cps,0.654,,,ppm
Sn118,5.51e+003,,,cps,1.24,,,ppm
W184,4.77e+003,,,cps,0.976,,,ppm
Zr90,4.06e+005,,,cps,58.3,,,ppm
As75,4.2e+004,,,cps,42.9,,,ppm
V51,8.72e+005,,,cps,165,,,ppm
Cr52,4.14e+005,,,cps,66.5,,,ppm
Ni60,8.04e+004,,,cps,42.,,,ppm
Cu63,8.97e+004,,,cps,20.3,,,ppm
Zn66,5.43e+004,,,cps,39.2,,,ppm
Th232,5.83e+004,,,cps,4.27,,,ppm
Sc45,6.79e+004,,,cps,14.2,,,ppm
Y89,1.55e+005,,,cps,9.59,,,ppm
La139,2.83e+005,,,cps,14.7,,,ppm
Ce140,4.56e+005,,,cps,26.6,,,ppm
Pr141,6.82e+004,,,cps,3.19,,,ppm
Nd142,7.35e+004,,,cps,12.7,,,ppm
Sm152,1.86e+004,,,cps,3.,,,ppm
Eu153,1.33e+004,,,cps,1.09,,,ppm
Gd158,2.04e+004,,,cps,3.47,,,ppm
Tb159,9.55e+003,,,cps,0.405,,,ppm
Dy164,1.33e+004,,,cps,1.99,,,ppm
Ho165,9.54e+003,,,cps,0.388,,,ppm
Er166,9.21e+003,,,cps,1.13,,,ppm
Tm169,3.61e+003,,,cps,0.147,,,ppm
Yb174,8.03e+003,,,cps,1.02,,,ppm
Lu175,3.57e+003,,,cps,0.163,,,ppm
U238,1.71e+004,,,cps,1.23,,,ppm
Ga69,1.05e+005,,,cps,15.,,,ppm
Sample ID:,nit
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,-13.,,,cps,-6.43e-005,,,ppm
Bi209,81.4,,,cps,5.1e-005,,,ppm
Cd111,-10.5,,,cps,-2.63e-005,,,ppm
Cs133,22.1,,,cps,4.79e-006,,,ppm
Co59,1.21e+003,,,cps,5.62e-004,,,ppm
Pb208,1.1e+003,,,cps,6.24e-004,,,ppm
Rb85,118,,,cps,4.46e-005,,,ppm
Se82,6.16,,,cps,1.81e-004,,,ppm
Ag107,860,,,cps,5.13e-004,,,ppm
Te130,18.2,,,cps,5.98e-005,,,ppm
Ta181,138,,,cps,3.78e-005,,,ppm
Tl205,11.6,,,cps,4.71e-006,,,ppm
Ge74,-7.49,,,cps,-1.15e-005,,,ppm
Hf180,9.44,,,cps,5.26e-006,,,ppm
Mo98,2.15e+003,,,cps,2.66e-003,,,ppm
Nb93,1.95e+003,,,cps,7.06e-004,,,ppm
Sb121,6.32,,,cps,5.5e-006,,,ppm
Sn118,423,,,cps,3.89e-004,,,ppm
W184,1.14e+003,,,cps,9.51e-004,,,ppm
Zr90,601,,,cps,3.52e-004,,,ppm
As75,45.9,,,cps,1.92e-004,,,ppm
V51,-2.3e+004,,,cps,-1.78e-002,,,ppm
Cr52,5.91e+004,,,cps,3.88e-002,,,ppm
Ni60,1.39e+004,,,cps,2.97e-002,,,ppm
Cu63,1.74e+003,,,cps,1.61e-003,,,ppm
Zn66,1.41e+003,,,cps,4.15e-003,,,ppm
Th232,217,,,cps,6.48e-005,,,ppm
Sc45,-2.e+003,,,cps,-1.7e-003,,,ppm
Y89,56.8,,,cps,1.43e-005,,,ppm
La139,113,,,cps,2.38e-005,,,ppm
Ce140,164,,,cps,3.91e-005,,,ppm
Pr141,63.8,,,cps,1.22e-005,,,ppm
Nd142,22.3,,,cps,1.57e-005,,,ppm
Sm152,36.8,,,cps,2.42e-005,,,ppm
Eu153,-1.03,,,cps,-3.43e-007,,,ppm
Gd158,8.11,,,cps,5.63e-006,,,ppm
Tb159,-5.54,,,cps,-9.57e-007,,,ppm
Dy164,0.586,,,cps,3.58e-007,,,ppm
Ho165,-1.61,,,cps,-2.68e-007,,,ppm
Er166,7.15,,,cps,3.58e-006,,,ppm
Tm169,-13.7,,,cps,-2.27e-006,,,ppm
Yb174,-2.12,,,cps,-1.1e-006,,,ppm
Lu175,2.04,,,cps,3.81e-007,,,ppm
U238,41.1,,,cps,1.2e-005,,,ppm
Ga69,51.6,,,cps,3.01e-005,,,ppm
Sample ID:,RM1 RM1 RM1
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,242,,,cps,0.299,,,ppm
Bi209,8.56e+003,,,cps,1.34,,,ppm
Cd111,1.18e+003,,,cps,0.738,,,ppm
Cs133,8.25e+004,,,cps,4.46,,,ppm
Co59,5.97e+004,,,cps,6.94,,,ppm
Pb208,3.25e+005,,,cps,46.2,,,ppm
Rb85,5.55e+005,,,cps,52.5,,,ppm
Se82,27.4,,,cps,0.202,,,ppm
Ag107,1.1e+004,,,cps,1.64,,,ppm
Te130,577,,,cps,0.475,,,ppm
Ta181,2.86e+003,,,cps,0.196,,,ppm
Tl205,5.92e+003,,,cps,0.602,,,ppm
Ge74,1.3e+003,,,cps,0.499,,,ppm
Hf180,3.85e+003,,,cps,0.536,,,ppm
Mo98,8.77e+003,,,cps,2.71,,,ppm
